ticker,method,order_fraction,participation_limit,cost_scenario,sessions,mean_completion,mean_shortfall_bps,mean_vwap_slippage_bps
MSFT,VWAP,0.05,0.1,low,20,0.9999016716158996,-7.265206578717477,0.9355283793880952
MSFT,VWAP,0.05,0.2,base,20,1.0,-4.992738672939576,3.213746957458075
MSFT,VWAP,0.05,0.2,high,20,1.0,-0.48812888139379673,7.7219990742449784
MSFT,VWAP,0.05,0.2,low,20,1.0,-7.245043568713375,0.9596208990638733
TSLA,POV,0.01,0.05,base,20,1.0,3.5823380879406246,2.132302898077811
TSLA,POV,0.01,0.05,high,20,1.0,7.811284174674258,6.36064368186484
TSLA,POV,0.01,0.05,low,20,1.0,1.467865044574428,0.01813250618515614
TSLA,POV,0.01,0.1,base,20,1.0,7.099885336608959,6.055005251759007
TSLA,POV,0.01,0.1,high,20,1.0,12.241111488927983,11.195761384241168
TSLA,POV,0.01,0.1,low,20,1.0,4.5292722604483595,3.484627185516954
TSLA,POV,0.01,0.2,base,20,1.0,5.901921078385424,5.35307393453621
TSLA,POV,0.01,0.2,high,20,1.0,12.295104891804046,11.745948245285465
TSLA,POV,0.01,0.2,low,20,1.0,2.7053291716737395,2.156636779159338
TSLA,POV,0.03,0.05,base,20,1.0,8.121052824056513,6.059054991677693
TSLA,POV,0.03,0.05,high,20,1.0,12.357623377269244,10.294755422278424
TSLA,POV,0.03,0.05,low,20,1.0,6.002767547453119,3.9412047763801588
TSLA,POV,0.03,0.1,base,20,1.0,4.087113783004321,2.4884561423057496
TSLA,POV,0.03,0.1,high,20,1.0,9.243393378397638,7.643925905867709
TSLA,POV,0.03,0.1,low,20,1.0,1.5089739853052557,-0.08927873947739329
TSLA,POV,0.03,0.2,base,20,1.0,6.726435874403537,5.416639777954203
TSLA,POV,0.03,0.2,high,20,1.0,13.180038034507106,11.86935817785317
TSLA,POV,0.03,0.2,low,20,1.0,3.4996347943485917,2.190280578001416
TSLA,POV,0.05,0.05,base,20,0.9916311128486681,8.318706264036324,5.809514556995521
TSLA,POV,0.05,0.05,high,20,0.9916311128486681,12.520760744629252,10.045754234513538
TSLA,POV,0.05,0.05,low,20,0.9916311128486681,6.2176790237425825,3.691394718239594
TSLA,POV,0.05,0.1,base,20,1.0,5.948949288567218,4.032447016818874
TSLA,POV,0.05,0.1,high,20,1.0,11.109722694279188,9.19223574974798
TSLA,POV,0.05,0.1,low,20,1.0,3.368562585711512,1.4525526503547106
TSLA,POV,0.05,0.2,base,20,1.0,5.220104621761877,3.685601306159858
TSLA,POV,0.05,0.2,high,20,1.0,11.682448458547317,10.146941181638502
TSLA,POV,0.05,0.2,low,20,1.0,1.9889327033664905,0.45493136841817544
TSLA,TWAP,0.01,0.05,base,20,1.0,9.6703554332578,6.592179311784075
TSLA,TWAP,0.01,0.05,high,20,1.0,12.718079430149237,9.638920978497222
TSLA,TWAP,0.01,0.05,low,20,1.0,8.146493434812673,5.068808478427722
TSLA,TWAP,0.01,0.1,base,20,1.0,9.6703554332578,6.592179311784075
TSLA,TWAP,0.01,0.1,high,20,1.0,12.718079430149237,9.638920978497222
TSLA,TWAP,0.01,0.1,low,20,1.0,8.146493434812673,5.068808478427722
TSLA,TWAP,0.01,0.2,base,20,1.0,9.6703554332578,6.592179311784075
TSLA,TWAP,0.01,0.2,high,20,1.0,12.718079430149237,9.638920978497222
TSLA,TWAP,0.01,0.2,low,20,1.0,8.146493434812673,5.068808478427722
TSLA,TWAP,0.03,0.05,base,20,1.0,10.319961060734038,7.239299899786
TSLA,TWAP,0.03,0.05,high,20,1.0,14.109269767241619,11.027369845308
TSLA,TWAP,0.03,0.05,low,20,1.0,8.425306707482653,5.345264927027638
TSLA,TWAP,0.03,0.1,base,20,1.0,10.436311488769004,7.357864806714464
TSLA,TWAP,0.03,0.1,high,20,1.0,14.249659083989513,11.169962798496524
TSLA,TWAP,0.03,0.1,low,20,1.0,8.529637691162007,5.451815810826766
TSLA,TWAP,0.03,0.2,base,20,1.0,10.436373010752089,7.357928306118144
TSLA,TWAP,0.03,0.2,high,20,1.0,14.250114585141205,11.170418967169692
TSLA,TWAP,0.03,0.2,low,20,1.0,8.529502223560948,5.451682975596006
TSLA,TWAP,0.05,0.05,base,20,0.8934398973947582,9.681279355614773,5.837908803017211
TSLA,TWAP,0.05,0.05,high,20,0.8934398973947582,13.326239333663718,9.918489489189053
TSLA,TWAP,0.05,0.05,low,20,0.8934398973947582,7.858799366588005,3.797618459928709
TSLA,TWAP,0.05,0.1,base,20,1.0,10.942484779919091,7.863813460987745
TSLA,TWAP,0.05,0.1,high,20,1.0,15.269261375417798,12.189162014584642
TSLA,TWAP,0.05,0.1,low,20,1.0,8.779096482170047,5.701139184189186
TSLA,TWAP,0.05,0.2,base,20,1.0,10.96379588096464,7.8851662063622046
TSLA,TWAP,0.05,0.2,high,20,1.0,15.304845996187932,12.224781105438453
TSLA,TWAP,0.05,0.2,low,20,1.0,8.793270823353298,5.715358756824385
TSLA,VWAP,0.01,0.05,base,20,0.9999999999999994,8.26166986036202,5.481280450949422
TSLA,VWAP,0.01,0.05,high,20,0.9999999999999994,11.254783617613217,8.473602916541756
TSLA,VWAP,0.01,0.05,low,20,0.9999999999999994,6.765112981729061,3.9851192181459267
TSLA,VWAP,0.01,0.1,base,20,0.9999999999999994,8.26166986036202,5.481280450949422
TSLA,VWAP,0.01,0.1,high,20,0.9999999999999994,11.254783617613217,8.473602916541756
TSLA,VWAP,0.01,0.1,low,20,0.9999999999999994,6.765112981729061,3.9851192181459267
TSLA,VWAP,0.01,0.2,base,20,0.9999999999999994,8.26166986036202,5.481280450949422
TSLA,VWAP,0.01,0.2,high,20,0.9999999999999994,11.254783617613217,8.473602916541756
TSLA,VWAP,0.01,0.2,low,20,0.9999999999999994,6.765112981729061,3.9851192181459267
TSLA,VWAP,0.03,0.05,base,20,0.9999892351839135,8.982190619029684,6.200995587770208
TSLA,VWAP,0.03,0.05,high,20,0.9999892351839135,12.69443971360728,9.912330108641621
TSLA,VWAP,0.03,0.05,low,20,0.9999892351839135,7.126066071739018,4.345328327332699
TSLA,VWAP,0.03,0.1,base,20,0.9999999999999994,8.987888777103853,6.207327327328206
TSLA,VWAP,0.03,0.1,high,20,0.9999999999999994,12.707186912841872,9.925662200163943
TSLA,VWAP,0.03,0.1,low,20,0.9999999999999994,7.128239709232001,4.3481598909071995
TSLA,VWAP,0.03,0.2,base,20,0.9999999999999994,8.987908218215134,6.207346504514433
TSLA,VWAP,0.03,0.2,high,20,0.9999999999999994,12.707260333326648,9.925735023678328
TSLA,VWAP,0.03,0.2,low,20,0.9999999999999994,7.128232160656678,4.348152244929627
TSLA,VWAP,0.05,0.05,base,20,0.9771825852620101,10.297408493514087,7.399490341444159
TSLA,VWAP,0.05,0.05,high,20,0.9771825852620101,14.322669803307956,11.519287166415314
TSLA,VWAP,0.05,0.05,low,20,0.9771825852620101,8.284777838613312,5.339591928954168
TSLA,VWAP,0.05,0.1,base,20,0.9999999999999993,9.48919820509264,6.708519541396285
TSLA,VWAP,0.05,0.1,high,20,0.9999999999999993,13.705490171529476,10.923735539556834
TSLA,VWAP,0.05,0.1,low,20,0.9999999999999993,7.3810522218725625,4.6009115423146225
TSLA,VWAP,0.05,0.2,base,20,0.9999999999999993,9.487923080774824,6.707242737707841
TSLA,VWAP,0.05,0.2,high,20,0.9999999999999993,13.707289489416826,10.925526923893814
TSLA,VWAP,0.05,0.2,low,20,0.9999999999999993,7.378239876452582,4.598100644613135
