ticker,method,order_fraction,participation_limit,cost_scenario,sessions,mean_completion,mean_shortfall_bps,mean_vwap_slippage_bps
AMZN,POV,0.01,0.05,high,20,1.0,12.823402486048838,24.21538703133597
AMZN,POV,0.01,0.05,low,20,1.0,6.50018199285518,17.88516389257189
AMZN,POV,0.01,0.1,base,20,1.0,6.734651224142219,18.298420580295407
AMZN,POV,0.01,0.1,high,20,1.0,11.807042207327651,23.37614670663524
AMZN,POV,0.01,0.1,low,20,1.0,4.198455732547913,15.75955751712388
AMZN,POV,0.01,0.2,base,20,1.0,2.5725155330722287,14.255843325200356
AMZN,POV,0.01,0.2,high,20,1.0,8.822089056412079,20.511407925070948
AMZN,POV,0.01,0.2,low,20,1.0,-0.552271228600371,11.128061025262094
AMZN,POV,0.03,0.05,base,20,1.0,-1.9550792332976805,8.903712223107098
AMZN,POV,0.03,0.05,high,20,1.0,2.2772877946561083,13.140673256157253
AMZN,POV,0.03,0.05,low,20,1.0,-4.071262747271651,6.785231706585182
AMZN,POV,0.03,0.1,base,20,1.0,6.629218442844326,17.865572506537085
AMZN,POV,0.03,0.1,high,20,1.0,11.787515134226009,23.02965147978919
AMZN,POV,0.03,0.1,low,20,1.0,4.050070097152219,15.283533019910035
AMZN,POV,0.03,0.2,base,20,1.0,10.290596368073896,21.77849425586387
AMZN,POV,0.03,0.2,high,20,1.0,16.684469290945415,28.17928613026627
AMZN,POV,0.03,0.2,low,20,1.0,7.09365990663626,18.57809831866114
AMZN,POV,0.05,0.05,base,20,0.9600647043359103,-4.75121789498487,5.823951303993158
AMZN,POV,0.05,0.05,high,20,0.9600647043359103,-0.6882117060810364,10.060112119758045
AMZN,POV,0.05,0.05,low,20,0.9600647043359103,-6.782720989431526,3.7058708961162923
AMZN,POV,0.05,0.1,base,20,1.0,-0.4352024137458487,10.518172756923349
AMZN,POV,0.05,0.1,high,20,1.0,4.721301534455823,15.680325486478518
AMZN,POV,0.05,0.1,low,20,1.0,-3.0134543878478004,7.937096392144793
